Big,B_name,Middle,M_name,Small,S_name,Micro,Micro_name,Tiny,Tiny_name,KAIST,Ebalance,현재 CGE,현재 CGE (한글),조정 CGE ,Change,Defence,
C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,204,기타 화학제품 제조업,2049,그외 기타 화학제품 제조업,20493,접착제 및 젤라틴 제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,204,기타 화학제품 제조업,2049,그외 기타 화학제품 제조업,20494,화약 및 불꽃제품 제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,204,기타 화학제품 제조업,2049,그외 기타 화학제품 제조업,20494,화약 및 불꽃제품 제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,204,기타 화학제품 제조업,2049,그외 기타 화학제품 제조업,20499,그외기타분류안된화학제품제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,204,기타 화학제품 제조업,2049,그외 기타 화학제품 제조업,20499,그외기타분류안된화학제품제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,205,화학섬유 제조업,2050,화학섬유 제조업,20501,합성섬유 제조업,석유화학,석유화학,Orgchem,석유화학,FiberLeather,CHANGE,GIR request,
C,제조업,20,화학물질 및 화학제품 제조업;의약품 제외,205,화학섬유 제조업,2050,화학섬유 제조업,20502,재생섬유 제조업,석유화학,석유화학,Orgchem,석유화학,FiberLeather,CHANGE,GIR request,
C,제조업,21,의료용 물질 및 의약품 제조업,211,기초 의약물질 및 생물학적 제제 제조업,2110,기초 의약물질 및 생물학적 제제 제조업,21101,의약용 화합물및항생물질 제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,21,의료용 물질 및 의약품 제조업,211,기초 의약물질 및 생물학적 제제 제조업,2110,기초 의약물질 및 생물학적 제제 제조업,21102,생물학적 제제 제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,21,의료용 물질 및 의약품 제조업,212,의약품 제조업,2121,완제 의약품 제조업,21210,완제 의약품 제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,21,의료용 물질 및 의약품 제조업,212,의약품 제조업,2122,한의약품 제조업,21220,한의약품 제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,21,의료용 물질 및 의약품 제조업,212,의약품 제조업,2123,동물용 의약품 제조업,21230,동물용 의약품 제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,21,의료용 물질 및 의약품 제조업,213,의료용품 및 기타 의약관련제품 제조업,2130,의료용품 및 기타 의약관련제품 제조업,21300,의료용품 및 기타 의약관련제품 제조업,석유화학,석유화학,MissManu,기타제조,Chemistry,CHANGE,"Chemistry covers all chemistry, not only organic chemistry",
C,제조업,22,고무제품 및 플라스틱제품 제조업,221,고무제품 제조업,2211,고무 타이어 및 튜브 생산업,22111,타이어 및 튜브 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,221,고무제품 제조업,2211,고무 타이어 및 튜브 생산업,22112,타이어 재생업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,221,고무제품 제조업,2219,기타 고무제품 제조업,22191,산업용 비경화고무제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,221,고무제품 제조업,2219,기타 고무제품 제조업,22192,고무의류 및 기타 위생용 고무제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,221,고무제품 제조업,2219,기타 고무제품 제조업,22199,그외 기타 고무제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,221,고무제품 제조업,2219,기타 고무제품 제조업,22199,그외 기타 고무제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2221,1차 플라스틱제품 제조업,22211,"플라스틱 선, 봉,관 및호스제조업",석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2221,1차 플라스틱제품 제조업,22212,"플라스틱 필름, 시트 및 판 제조업",석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2221,1차 플라스틱제품 제조업,22213,플라스틱 합성피혁 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2222,건축용 플라스틱제품 제조업,22221,벽 및 바닥 피복용 플라스틱제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2222,건축용 플라스틱제품 제조업,22222,저장용 및 위생용 플라스틱제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2222,건축용 플라스틱제품 제조업,22223,플라스틱 창호 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2222,건축용 플라스틱제품 제조업,22229,기타 건축용 플라스틱 조립제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2223,포장용 플라스틱제품 제조업,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2223,포장용 플라스틱제품 제조업,22232,포장용 플라스틱 성형용기 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2224,기계장비 조립용 플라스틱제품 제조업,22240,기계장비 조립용 플라스틱제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2225,플라스틱 발포 성형제품 제조업,22250,플라스틱 발포 성형제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2229,기타 플라스틱제품 제조업,22291,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업",석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2229,기타 플라스틱제품 제조업,22299,그외 기타 플라스틱 제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,22,고무제품 및 플라스틱제품 제조업,222,플라스틱제품 제조업,2229,기타 플라스틱제품 제조업,22299,그외 기타 플라스틱 제품 제조업,석유화학,석유화학,Orgchem,석유화학,Chemistry,CHANGE,Name Change,
C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2311,판유리 제조업,23110,판유리 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2312,산업용 유리 및 판유리 가공품 제조업,23121,유리섬유 및 광학용 유리 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2312,산업용 유리 및 판유리 가공품 제조업,23122,판유리 가공품 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2312,산업용 유리 및 판유리 가공품 제조업,23129,기타 산업용 유리제품 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2319,기타 유리제품 제조업,23191,가정용 유리제품 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2319,기타 유리제품 제조업,23192,포장용 유리용기 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2319,기타 유리제품 제조업,23199,그외 기타 유리제품 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,231,유리 및 유리제품 제조업,2319,기타 유리제품 제조업,23199,그외 기타 유리제품 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,232,도자기 및 기타 요업제품 제조업,2321,일반도자기 제조업,23211,가정용 및 장식용 도자기 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,232,도자기 및 기타 요업제품 제조업,2321,일반도자기 제조업,23212,위생용 도자기 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,232,도자기 및 기타 요업제품 제조업,2321,일반도자기 제조업,23213,산업용 도자기 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,232,도자기 및 기타 요업제품 제조업,2321,일반도자기 제조업,23213,산업용 도자기 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,232,도자기 및 기타 요업제품 제조업,2321,일반도자기 제조업,23219,기타 일반 도자기 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,232,도자기 및 기타 요업제품 제조업,2322,내화 요업제품 제조업,23221,구조용 정형내화제품 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,232,도자기 및 기타 요업제품 제조업,2322,내화 요업제품 제조업,23229,기타 내화요업제품 제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,232,도자기 및 기타 요업제품 제조업,2323,구조용 비내화 요업제품 제조업,23231,"점토 벽돌, 블록 및 유사 비내화 요업제품 제조업",비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,232,도자기 및 기타 요업제품 제조업,2323,구조용 비내화 요업제품 제조업,23232,타일및유사비내화요업제품제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,232,도자기 및 기타 요업제품 제조업,2323,구조용 비내화 요업제품 제조업,23239,기타구조용비내화요업제품제조업,비금속(요업),비금속,Mineral,유리/요업,Mineral,KEEP,,
C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2331,"시멘트, 석회 및 플라스터 제조업",23311,시멘트 제조업,비금속(시멘트),비금속,Cement,시멘트,Cement,KEEP,,
C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2331,"시멘트, 석회 및 플라스터 제조업",23312,석회 및 플라스터 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Inseparable from Cement (KSIC 233),
C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2331,"시멘트, 석회 및 플라스터 제조업",23312,석회 및 플라스터 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Inseparable from Cement (KSIC 233),
C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 시멘트 및 플라스터 제품 제조업",23321,비내화 모르타르 제조업,비금속(시멘트),비금속,Cement,시멘트,Cement,KEEP,,
C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 시멘트 및 플라스터 제품 제조업",23322,레미콘 제조업,비금속(시멘트),비금속,Cement,시멘트,Cement,KEEP,,
C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 시멘트 및 플라스터 제품 제조업",23323,플라스터 제품 제조업,비금속(시멘트),비금속,Cement,시멘트,Cement,KEEP,,
C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 시멘트 및 플라스터 제품 제조업",23324,섬유시멘트 제품 제조업,비금속(시멘트),비금속,Cement,시멘트,Cement,KEEP,,
C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 시멘트 및 플라스터 제품 제조업",23325,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",비금속(시멘트),비금속,Cement,시멘트,Cement,KEEP,,
C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 시멘트 및 플라스터 제품 제조업",23326,콘크리트관 및 기타 구조용 콘크리트제품 제조업,비금속(시멘트),비금속,Cement,시멘트,Cement,KEEP,,
C,제조업,23,비금속 광물제품 제조업,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",2332,"콘크리트, 시멘트 및 플라스터 제품 제조업",23329,그외 기타 콘크리트 제품 및 유사제품 제조업,비금속(시멘트),비금속,Cement,시멘트,Cement,KEEP,,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2391,석제품 제조업,23911,건설용 석제품 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2391,석제품 제조업,23911,건설용 석제품 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2391,석제품 제조업,23919,기타 석제품 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2391,석제품 제조업,23919,기타 석제품 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그외 기타 비금속 광물제품 제조업,23991,아스콘 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그외 기타 비금속 광물제품 제조업,23992,연마재 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그외 기타 비금속 광물제품 제조업,23993,비금속광물 분쇄물 생산업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그외 기타 비금속 광물제품 제조업,23994,"석면, 암면 및 유사제품 제조업",비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그외 기타 비금속 광물제품 제조업,23999,그외 기타 분류안된 비금속 광물제품 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그외 기타 비금속 광물제품 제조업,23999,그외 기타 분류안된 비금속 광물제품 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,23,비금속 광물제품 제조업,239,기타 비금속 광물제품 제조업,2399,그외 기타 비금속 광물제품 제조업,23999,그외 기타 분류안된 비금속 광물제품 제조업,비금속(시멘트),비금속,Mineral,유리/요업,Cement,CHANGE,Reason? stone is not cement. They don't generate CO2. Just because they don't belong to Glass/Ceramic? Then put them as MissManu,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2411,"제철, 제강 및 합금철 제조업",24111,제철업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2411,"제철, 제강 및 합금철 제조업",24112,제강업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2411,"제철, 제강 및 합금철 제조업",24113,합금철 제조업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2411,"제철, 제강 및 합금철 제조업",24119,기타 제철 및 제강업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2412,"철강 압연, 압출 및 연신제품 제조업",24121,열간 압연 및 압출 제품 제조업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2412,"철강 압연, 압출 및 연신제품 제조업",24122,냉간 압연 및 압출 제품 제조업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2412,"철강 압연, 압출 및 연신제품 제조업",24123,철강선 제조업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2413,철강관 제조업,24131,주철관 제조업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2413,철강관 제조업,24132,강관 제조업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2419,기타 1차 철강 제조업,24191,"도금, 착색 및 기타 표면처리강재 제조업",철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2419,기타 1차 철강 제조업,24199,그외 기타 1차 철강 제조업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,241,1차 철강 제조업,2419,기타 1차 철강 제조업,24199,그외 기타 1차 철강 제조업,철강,1차금속,IS,철강,IS,KEEP,,
C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업",24211,"동 제련, 정련 및 합금 제조업",비철금속,비철금속,nonISmetal,비철금속,nonISmetal,KEEP,,
C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업",24212,"알루미늄 제련, 정련및합금제조업",비철금속,비철금속,nonISmetal,비철금속,nonISmetal,KEEP,,
C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업",24213,"연및아연제련,정련및합금제조업",비철금속,비철금속,nonISmetal,비철금속,nonISmetal,KEEP,,
C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업",24219,기타비철금속제련정련및합금제조,비철금속,비철금속,nonISmetal,비철금속,nonISmetal,KEEP,,
C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2421,"비철금속 제련, 정련 및 합금 제조업",24219,기타비철금속제련정련합금제조업,비철금속,비철금속,nonISmetal,비철금속,nonISmetal,KEEP,,
C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2422,"비철금속 압연, 압출 및 연신제품 제조업",24221,"동 압연, 압출 및 연신제품 제조업",비철금속,비철금속,nonISmetal,비철금속,nonISmetal,KEEP,,
C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2422,"비철금속 압연, 압출 및 연신제품 제조업",24222,알루미늄압연압출연신제품제조업,비철금속,비철금속,nonISmetal,비철금속,nonISmetal,KEEP,,
C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2422,"비철금속 압연, 압출 및 연신제품 제조업",24229,기타비철금압연압출연신제품제조,비철금속,비철금속,nonISmetal,비철금속,nonISmetal,KEEP,,
C,제조업,24,1차 금속 제조업,242,1차 비철금속 제조업,2429,기타 1차 비철금속 제조업,24290,기타 1차 비철금속 제조업,비철금속,비철금속,nonISmetal,비철금속,nonISmetal,KEEP,,
C,제조업,24,1차 금속 제조업,243,금속 주조업,2431,철강 주조업,24311,선철주물 주조업,비철금속,비철금속,MissManu,기타제조,nonISmetal,CHANGE,"Reason? IS and non IS are combined. If they are unseparable, them put them into missMann.",
C,제조업,24,1차 금속 제조업,243,금속 주조업,2431,철강 주조업,24312,강주물 주조업,비철금속,비철금속,MissManu,기타제조,nonISmetal,CHANGE,"Reason? IS and non IS are combined. If they are unseparable, them put them into missMann.",
C,제조업,24,1차 금속 제조업,243,금속 주조업,2432,비철금속 주조업,24321,알루미늄주물 주조업,비철금속,비철금속,MissManu,기타제조,nonISmetal,CHANGE,"Reason? IS and non IS are combined. If they are unseparable, them put them into missMann.",
C,제조업,24,1차 금속 제조업,243,금속 주조업,2432,비철금속 주조업,24322,동주물 주조업,비철금속,비철금속,MissManu,기타제조,nonISmetal,CHANGE,"Reason? IS and non IS are combined. If they are unseparable, them put them into missMann.",
C,제조업,24,1차 금속 제조업,243,금속 주조업,2432,비철금속 주조업,24329,기타 비철금속 주조업,비철금속,비철금속,MissManu,기타제조,nonISmetal,CHANGE,"Reason? IS and non IS are combined. If they are unseparable, them put them into missMann.",
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511,구조용 금속제품 제조업,25111,"금속 문, 창, 셔터 및 관련제품 제조업",조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511,구조용 금속제품 제조업,25112,구조용 금속판제품 및 금속공작물 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511,구조용 금속제품 제조업,25113,금속 조립구조재 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2511,구조용 금속제품 제조업,25119,기타 구조용 금속제품 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2512,"금속탱크, 저장조 및 유사 용기 제조업",25121,중앙난방보일러 및 방열기 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2512,"금속탱크, 저장조 및 유사 용기 제조업",25122,설치용 금속탱크 및 저장용기 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2513,핵반응기 및 증기발생기 제조업,25130,핵반응기 및 증기발생기 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",2513,핵반응기 및 증기발생기 제조업,25130,핵반응기 및 증기발생기 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,252,무기총포탄제조업,2520,무기 및 총포탄 제조업,25200,무기 및 총포탄 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,259,기타 금속가공제품 제조업,2591,"금속 단조, 압형 및 분말야금 제품 제조업",25911,분말야금제품 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,259,기타 금속가공제품 제조업,2591,"금속 단조, 압형 및 분말야금 제품 제조업",25912,금속단조제품 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,259,기타 금속가공제품 제조업,2591,"금속 단조, 압형 및 분말야금 제품 제조업",25913,금속압형제품 제조업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,259,기타 금속가공제품 제조업,2592,"금속 열처리, 도금 및 기타 금속가공업",25921,금속 열처리업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
C,제조업,25,금속가공제품 제조업;기계 및 가구 제외,259,기타 금속가공제품 제조업,2592,"금속 열처리, 도금 및 기타 금속가공업",25922,도금업,조립금속(기계),조립금속,MissManu,기타제조,Machine,CHANGE,Inseparable from KSIC 25,
